epoch,train_loss,test_loss,r2,mse,mae,best_loss
1,1.3978557355763703,0.5612104248183317,-0.08926272484051978,0.5612104335134914,0.5921348253412148,0.5612104248183317
2,0.6015206580533713,0.5129300286624187,0.004445516798699756,0.5129300308936063,0.5874468693967725,0.5129300286624187
3,0.47607572731093983,0.3633887785557663,0.2946926297661351,0.3633887821390026,0.4515346166096217,0.3633887785557663
4,0.45200116749031233,0.3311583587203047,0.35724919588652637,0.33115835986261344,0.43678315030480286,0.3311583587203047
5,0.42882276304918737,0.3672729661319011,0.28715375220970785,0.36727296604171267,0.48259867712211324,0.3311583587203047
6,0.40784686509254164,0.3730400344120941,0.275960353731893,0.37304003386563317,0.492674562508232,0.3311583587203047
7,0.40424239979454535,0.3738423566349217,0.2744031124251497,0.37384235643567293,0.4386548491419694,0.3311583587203047
8,0.3935758545624083,0.3384739517632611,0.34305023592106487,0.3384739544349184,0.4557180141727544,0.3311583587203047
9,0.37912858556554485,0.3182340130187715,0.3823342811933266,0.31823401087067177,0.43057713458861396,0.3182340130187715
10,0.3790696086377449,0.3288294505078107,0.3617694170203394,0.32882944948660164,0.4275728863859674,0.3182340130187715
11,0.37407120321915915,0.3063102187769246,0.40547737660851135,0.3063102147886002,0.4104417304878974,0.3063102187769246
12,0.35619260244701634,0.35267861020902586,0.3154801810439931,0.35267861057223143,0.4689579976475541,0.3063102187769246
13,0.3557229384458678,0.30626857973601884,0.4055581892265022,0.30626857847502614,0.40422527694133636,0.30626857973601884
14,0.3446871045810073,0.31801298016407453,0.38276328306739604,0.31801298033117553,0.44062151674364436,0.30626857973601884
15,0.3416782757931483,0.32489837726075677,0.3693993023815876,0.32489837650154996,0.45403484011904494,0.30626857973601884
16,0.35172322411244583,0.3040150263625712,0.40993214775023756,0.3040150255870992,0.40507140138287834,0.3040150263625712
17,0.3501314553850721,0.30546325152037573,0.4071212685719593,0.30546324802804115,0.41372607681683743,0.3040150263625712
18,0.34115108059808785,0.29675969210537995,0.42401414765901757,0.29675969122807166,0.4003238542957562,0.29675969210537995
19,0.3277162104696777,0.27998586987241014,0.45657072958568334,0.279985874370016,0.3970710140404509,0.27998586987241014
20,0.32220528359041484,0.33484822769278744,0.35008746916890066,0.3348482279396583,0.4633953830701939,0.27998586987241014
21,0.3263639264241182,0.30056865950810396,0.416621257667099,0.30056865935179927,0.40584435796950863,0.27998586987241014
22,0.323149879298993,0.27123009074818005,0.47356497310160195,0.2712300925431854,0.3925541403041334,0.27123009074818005
23,0.30822222647975334,0.26469110127888207,0.486256616375355,0.26469109835819266,0.3834795411759446,0.26469110127888207
24,0.315889050671908,0.251633037220348,0.511601230811457,0.25163303465092723,0.3730556584683687,0.251633037220348
25,0.30614532839204145,0.2821544421234358,0.45236171605167486,0.2821544442257694,0.3943147076579746,0.251633037220348
26,0.304173031651954,0.26494514533553143,0.485763519889413,0.264945151752593,0.3893167016758471,0.251633037220348
27,0.30269427335084376,0.2715374460518804,0.4729684263699355,0.27153744561995447,0.3850577037487229,0.251633037220348
28,0.29217139539829334,0.3133748107091503,0.39176559049657766,0.3133748074278547,0.3940801023548655,0.251633037220348
29,0.294396990646375,0.29456521928221563,0.4282734301616662,0.2945652217715704,0.3949497993230464,0.251633037220348
