epoch,train_loss,test_loss,r2,mse,mae,best_loss
1,0.5692860940615683,0.29477708680289133,0.13980712361786818,0.2947770802032648,0.4382842608860561,0.29477708680289133
2,0.39904969087404796,0.2838820048740932,0.17160019844468166,0.2838820007095251,0.4387251479285104,0.2838820048740932
3,0.33059643857296583,0.26605221203395296,0.22362951409421272,0.26605222069943174,0.43568536213466097,0.26605221203395296
4,0.3070640179884526,0.2435225588934762,0.28937363887292256,0.2435225512788983,0.38310215302876066,0.2435225588934762
5,0.2325398157271304,0.39114655767168316,-0.1414099310441801,0.39114656262131575,0.5372004168374198,0.2435225588934762
6,0.28666000518687934,0.3270419325147356,0.045654627958492844,0.32704193443113433,0.44956179176058086,0.2435225588934762
7,0.27716920608401935,0.28261661529541016,0.17529274917061355,0.28261661087501416,0.45619262967790875,0.2435225588934762
8,0.25546112402464993,0.2694272313799177,0.21378083001446324,0.269427238578077,0.42098344223839895,0.2435225588934762
9,0.2096923029468965,0.3678058556147984,-0.07329911376736398,0.3678058579975324,0.5105101295879909,0.2435225588934762
10,0.3090218990579132,0.236769505909511,0.30907983452395305,0.23676949045333476,0.38000071900231497,0.236769505909511
11,0.19215991007265196,0.30709028244018555,0.10387577928188463,0.30709029164915236,0.4609657866614206,0.236769505909511
12,0.22442570213199586,0.2764847959790911,0.1931860464111791,0.27648480711262174,0.4137014661516462,0.236769505909511
13,0.2288548097360966,0.232905455998012,0.32035550839539695,0.23290546145192284,0.3934950573103769,0.232905455998012
14,0.19252379805340555,0.28765576226370676,0.16058791185762444,0.2876557702624041,0.43402789320264545,0.232905455998012
15,0.20983698513618734,0.2545032501220703,0.25733069633718453,0.2545032572358374,0.41850396565028597,0.232905455998012
16,0.1931261933127115,0.31086390359061106,0.09286397687686965,0.31086389527904756,0.4537339040211269,0.232905455998012
17,0.19938876252087165,0.2746224743979318,0.19862047649028614,0.2746224975361632,0.4289794904845102,0.232905455998012
18,0.19940300089444302,0.2690273182732718,0.21494785125687543,0.2690273153471147,0.40466873134885517,0.232905455998012
19,0.18592037191224653,0.2864164284297398,0.1642044088352823,0.2864164430732257,0.4451536365917751,0.232905455998012
20,0.18610142367754795,0.29501138414655415,0.13912342775032605,0.295011374019355,0.4354669025966099,0.232905455998012
21,0.18844522987118997,0.29182863235473633,0.14841098640285044,0.2918286466369539,0.43618241378239225,0.232905455998012
22,0.1603284829924273,0.294504029410226,0.1406039197058716,0.29450402839036577,0.44105521270207,0.232905455998012
23,0.17309897514276726,0.301438501902989,0.12036832815738929,0.30143850640875564,0.44721055030822754,0.232905455998012
24,0.16282317671895952,0.258165853364127,0.24664283887469796,0.2581658490834603,0.41182468618665424,0.232905455998012
25,0.16769980668097503,0.30674896921430317,0.10487180448743227,0.3067489665696712,0.45910256249564035,0.232905455998012
26,0.17482112950190556,0.23299053737095424,0.3201072306373228,0.232990543059332,0.38108973843710764,0.232905455998012
27,0.14923164196485697,0.32076191902160645,0.0639804461967346,0.3207619112631619,0.45483171939849854,0.232905455998012
28,0.19187187565158503,0.2311297995703561,0.32553710128640534,0.2311297959411393,0.3704782043184553,0.2311297995703561
29,0.1485218276349149,0.24009149415152414,0.2993858658762609,0.24009148933522187,0.3944647993360247,0.2311297995703561
30,0.1510194820539607,0.2549992288861956,0.25588342546691323,0.2549992184244445,0.4033397010394505,0.2311297995703561
31,0.14674944014743316,0.29838582447596956,0.12927637099964084,0.29838583423317494,0.46551445552280973,0.2311297995703561
32,0.19450675127594624,0.22244415964399064,0.35088279041922954,0.22244415293775027,0.3678028753825596,0.22244415964399064
33,0.157238430341425,0.1816328763961792,0.469974688508888,0.181632884955174,0.3438131468636649,0.1816328763961792
34,0.13352550092593643,0.22361006055559432,0.347480580020489,0.22361004686121078,0.37069993359701975,0.1816328763961792
35,0.12533095733139865,0.23902251039232528,0.3025052873268391,0.23902250356194696,0.4001526491982596,0.1816328763961792
36,0.13595905824060833,0.24251597268240793,0.29231095889656655,0.2425159693320284,0.37999320881707327,0.1816328763961792
37,0.23053746464005273,0.14341187477111816,0.5815079115588315,0.14341187808680697,0.29550336939947947,0.14341187477111816
