epoch,train_loss,test_loss,r2,mse,mae,best_loss
1,0.6466628854924982,0.6212071418762207,-0.029052602642586356,0.6212071221476207,0.6065627574920655,0.6212071418762207
2,0.5782771544022993,0.5279703140258789,0.12539763410620697,0.5279703071982681,0.5982699155807495,0.5279703140258789
3,0.4881083748557351,0.507014274597168,0.16011205104435988,0.5070142909676065,0.4893909692764282,0.507014274597168
4,0.4693301807750355,0.4757065773010254,0.21197448511994998,0.47570654893679604,0.5664057254791259,0.4757065773010254
5,0.4574953859502619,0.4692233085632324,0.22271418351520555,0.46922332629519586,0.47687397003173826,0.4692233085632324
6,0.4289256442676891,0.461346435546875,0.23576259514374964,0.4613464051197866,0.5469983816146851,0.461346435546875
7,0.42588775808160956,0.4516414165496826,0.2518391977240526,0.451641459039115,0.45621614456176757,0.4516414165496826
8,0.4015016555786133,0.47626619338989257,0.2110473781695883,0.4762662146322896,0.5576099634170533,0.4516414165496826
9,0.4024702418934215,0.4236144065856934,0.29826702853936815,0.4236144183472447,0.4464069604873657,0.4236144065856934
10,0.3697217594493519,0.4529555320739746,0.24966235641241685,0.45295555058613673,0.5524852991104126,0.4236144065856934
11,0.3542103984139182,0.45220355987548827,0.2509080343798926,0.45220357345366435,0.44952728748321535,0.4236144065856934
12,0.37788850610906427,0.4073831081390381,0.32515480119861495,0.40738310438747477,0.5101843118667603,0.4073831081390381
13,0.35724397139115766,0.45176138877868655,0.25164057374668825,0.4517613621704527,0.4519334077835083,0.4073831081390381
14,0.3546073219992898,0.40097551345825194,0.3357692651749278,0.40097548187825394,0.5031948089599609,0.40097551345825194
15,0.3403770056637851,0.4421651840209961,0.2675370043537504,0.44216518031884106,0.43864405155181885,0.40097551345825194
16,0.34191127256913617,0.407091760635376,0.32563743106171616,0.4070917557163284,0.49750475883483886,0.40097551345825194
17,0.32609098607843573,0.43941965103149416,0.2720850898828876,0.4394196422233335,0.4273256778717041,0.40097551345825194
18,0.3337241519581188,0.4344342231750488,0.2803436203688665,0.4344342236517377,0.5286357879638672,0.40097551345825194
19,0.31388367306102405,0.450423526763916,0.25385671604465787,0.4504235458375888,0.423862361907959,0.40097551345825194
20,0.35343083468350495,0.4005458831787109,0.33648093199527807,0.40054587070360415,0.48190975189208984,0.4005458831787109
21,0.3059942072088068,0.4102930545806885,0.32033439036600375,0.41029303681775675,0.4156827926635742,0.4005458831787109
22,0.3124576048417525,0.402677059173584,0.3329505512116733,0.40267705202614934,0.4793902635574341,0.4005458831787109
23,0.29074677554043854,0.4233881950378418,0.2986417771148281,0.42338819426162216,0.42571494579315183,0.4005458831787109
24,0.3086902445012873,0.38614654541015625,0.36033395425881076,0.38614654138185645,0.44761612415313723,0.38614654541015625
25,0.2816960161382502,0.4224541664123535,0.30018899862693393,0.4224541846489046,0.43399658203125,0.38614654541015625
26,0.304647142236883,0.37778961658477783,0.3741775196309375,0.3777896105670493,0.44739906787872313,0.37778961658477783
27,0.27197343652898615,0.41198291778564455,0.31753511895352615,0.4119828701010988,0.44324934482574463,0.37778961658477783
28,0.2833209904757413,0.39214215278625486,0.35040203787709556,0.392142131089372,0.4313671588897705,0.37778961658477783
29,0.2681175578724254,0.4259404182434082,0.2944138726799035,0.42594044896657124,0.5040510654449463,0.37778961658477783
30,0.2977467016740279,0.40401387214660645,0.33073612174557776,0.4040138343755643,0.41497416496276857,0.37778961658477783
31,0.2939414544539018,0.4400918960571289,0.2709715434401324,0.4400918556547026,0.5359844923019409,0.37778961658477783
32,0.3060238578102805,0.40090599060058596,0.3358843624978084,0.40090600119618786,0.4232097387313843,0.37778961658477783
33,0.2692512165416371,0.4413919448852539,0.26881783337760456,0.4413919835844581,0.531208848953247,0.37778961658477783
34,0.2881149812178178,0.39329237937927247,0.3484965765451318,0.39329239896426316,0.41007051467895506,0.37778961658477783
35,0.27035297047008167,0.4457111835479736,0.26166292358047216,0.44571118059429865,0.5223004341125488,0.37778961658477783
36,0.2825608253479004,0.39027283191680906,0.3534985530941481,0.39027286094542435,0.40413193702697753,0.37778961658477783
37,0.26099458607760345,0.439164924621582,0.2725070540296042,0.43916491556256004,0.5092742919921875,0.37778961658477783
38,0.27286083048040216,0.39262211322784424,0.3496069710170199,0.392622088279893,0.4088962316513062,0.37778961658477783
39,0.25115264545787463,0.44025192260742185,0.2707064065706586,0.4402519105549459,0.5253194570541382,0.37778961658477783
40,0.273560567335649,0.4254791259765625,0.2951780896959547,0.4254791148695404,0.438401985168457,0.37778961658477783
41,0.2531656135212291,0.45546398162841795,0.2455070260464236,0.45546399457782627,0.5480419635772705,0.37778961658477783
42,0.3269416202198375,0.4165231227874756,0.3100139807173752,0.4165231478545934,0.42231667041778564,0.37778961658477783
43,0.24718143723227762,0.4286555290222168,0.2899162472043263,0.428655525893646,0.5043228149414063,0.37778961658477783
44,0.29609350724653766,0.4368997097015381,0.2762594625665016,0.43689970297542685,0.42492992877960206,0.37778961658477783
45,0.2553790265863592,0.42120046615600587,0.30226588209900285,0.42120043454768846,0.5222395181655883,0.37778961658477783
46,0.2703228863802823,0.43985581398010254,0.271362549905551,0.4398558171854347,0.43051877021789553,0.37778961658477783
47,0.24623452533375134,0.39809141159057615,0.34054683131577135,0.3980914134588147,0.494075345993042,0.37778961658477783
48,0.26750837672840466,0.4238101959228516,0.2979426820457636,0.4238102162601535,0.42799129486083987,0.37778961658477783
49,0.24803573435003107,0.3841304540634155,0.36367370419877376,0.38413043798386753,0.4169353485107422,0.37778961658477783
50,0.2525286457755349,0.4256904125213623,0.2948281022882684,0.42569039140657877,0.4865234375,0.37778961658477783
51,0.25485645640980115,0.3814974784851074,0.36803528120871076,0.3814974892935766,0.4051280736923218,0.37778961658477783
52,0.25091364166953345,0.4483919143676758,0.25722220237880355,0.4483919061770962,0.5009335279464722,0.37778961658477783
53,0.23977297002618964,0.4102337837219238,0.32043255269437065,0.4102337792663434,0.4232257127761841,0.37778961658477783
54,0.2546109286221591,0.4021605014801025,0.33380620901932867,0.4021605179608628,0.5015762090682984,0.37778961658477783
55,0.2536078799854625,0.4182432174682617,0.3071645746680238,0.41824324586241346,0.40954036712646485,0.37778961658477783
56,0.25051706487482245,0.43243699073791503,0.2836521335377976,0.4324369769230657,0.5153406381607055,0.37778961658477783
57,0.2665697011080655,0.37700297832489016,0.37548061490556817,0.3770029723880498,0.4093299865722656,0.37700297832489016
58,0.24835044687444513,0.4818696975708008,0.20176494312300175,0.4818697326128131,0.5352479457855225,0.37700297832489016
59,0.2516048821535977,0.4274266719818115,0.29195188638839387,0.4274266736891832,0.4290758609771729,0.37700297832489016
60,0.26069862192327325,0.3543984889984131,0.41292578100669086,0.35439848762965764,0.4521423578262329,0.3543984889984131
61,0.2604749419472434,0.40365920066833494,0.3313235919632219,0.40365919683583795,0.4207481861114502,0.3543984889984131
62,0.2455695542422208,0.39372336864471436,0.34778269448649,0.3937233474095251,0.4212698221206665,0.3543984889984131
63,0.23964160138910467,0.40030527114868164,0.3368794849967772,0.4003052766246924,0.4791233777999878,0.3543984889984131
64,0.2581281228498979,0.36496899127960203,0.3954153944964751,0.36496896457492767,0.38645405769348146,0.3543984889984131
65,0.2520608035000888,0.43938393592834474,0.2721442595494925,0.4393839233317863,0.5014596223831177,0.3543984889984131
66,0.22806689955971457,0.44289298057556153,0.26633142134774124,0.44289295336732265,0.4340054512023926,0.3543984889984131
67,0.32194640419699927,0.44837179183959963,0.2572555668456089,0.44837176508386845,0.4984546422958374,0.3543984889984131
68,0.23621849580244583,0.3598224878311157,0.4039406817337725,0.3598225132306879,0.417783260345459,0.3543984889984131
69,0.22888621416958896,0.42394256591796875,0.29772343399728207,0.42394256950320824,0.45129148960113524,0.3543984889984131
70,0.2319380586797541,0.36003899574279785,0.4035820460455629,0.3600390104663006,0.4468725919723511,0.3543984889984131
71,0.25197948109019885,0.4258410930633545,0.2945785101318481,0.42584106244594294,0.43116230964660646,0.3543984889984131
72,0.2781577760523016,0.36310200691223143,0.3985080447534224,0.3631020275874562,0.44353375434875486,0.3543984889984131
73,0.23995837298306552,0.4440572738647461,0.2644026460673692,0.44405729514937775,0.4302718162536621,0.3543984889984131
74,0.28856929865750397,0.38755183219909667,0.3580059952697716,0.38755185798116826,0.4725435495376587,0.3543984889984131
75,0.2336317842656916,0.488132905960083,0.19138974095171057,0.4881329201952326,0.4428004026412964,0.3543984889984131
76,0.30872728607871314,0.41959505081176757,0.30492530815149277,0.41959502156842066,0.4999398231506348,0.3543984889984131
77,0.2466571114280007,0.41683521270751955,0.3094970385641409,0.41683520979049715,0.42000885009765626,0.3543984889984131
78,0.26933789253234863,0.4076657295227051,0.3246865673271063,0.4076657626452402,0.4954618215560913,0.3543984889984131
79,0.23891015486283737,0.43248772621154785,0.2835680494313143,0.43248773588881023,0.42370612621307374,0.3543984889984131
80,0.2504868507385254,0.38586721420288084,0.36079665213214296,0.3858672250343943,0.4631195068359375,0.3543984889984131
81,0.24099254608154297,0.4045827388763428,0.3297937269543646,0.40458272886615987,0.4241576433181763,0.3543984889984131
82,0.30659047040072357,0.3815014839172363,0.36802869258780824,0.3815014666395541,0.41146399974823,0.3543984889984131
83,0.21162852373990146,0.38776774406433107,0.35764836232807873,0.38776774988982654,0.4476813316345215,0.3543984889984131
84,0.28942099484530365,0.39493794441223146,0.3457706774341013,0.39493793966614704,0.42601766586303713,0.3543984889984131
85,0.20724398439580743,0.41198091506958007,0.31753837657481987,0.411980903576216,0.4240997552871704,0.3543984889984131
86,0.2722605791958896,0.3641718864440918,0.3967357943599633,0.36417188015263946,0.4480902194976807,0.3543984889984131
87,0.21820582043040881,0.4220916748046875,0.3007895516055421,0.4220916494523749,0.4152302980422974,0.3543984889984131
88,0.27553478154269134,0.43892874717712405,0.2728982591488507,0.4389287571721411,0.5237756967544556,0.3543984889984131
89,0.2715821916406805,0.41609392166137693,0.31072502679556924,0.4160939114027201,0.4127699136734009,0.3543984889984131
90,0.24806209044022995,0.38994269371032714,0.35404547060729785,0.3899427038149497,0.49129762649536135,0.3543984889984131
91,0.24648573181845926,0.3623743772506714,0.39971338135863255,0.3623744032834907,0.39710609912872313,0.3543984889984131
92,0.23852211778814142,0.39392287731170655,0.3474521714293287,0.39392287392217895,0.4725834369659424,0.3543984889984131
93,0.218098293651234,0.4157893657684326,0.3112295483060149,0.41578934742342427,0.4164463996887207,0.3543984889984131
94,0.2775358720259233,0.39441325664520266,0.34663978794661743,0.39441328462040703,0.4797997236251831,0.3543984889984131
95,0.2496665824543346,0.41080522537231445,0.3194859099795827,0.4108052380965773,0.4235008716583252,0.3543984889984131
96,0.25466021624478424,0.36743340492248533,0.3913329972054975,0.3674333811325255,0.4570811986923218,0.3543984889984131
97,0.23415899276733398,0.40343737602233887,0.3316910291425521,0.40343738641316806,0.40933287143707275,0.3543984889984131
98,0.24089583483609286,0.3586222410202026,0.4059289679949003,0.35862224651632457,0.4499213695526123,0.3543984889984131
99,0.23060022700916638,0.47983717918395996,0.20513198960892098,0.4798371511371101,0.43725812435150146,0.3543984889984131
100,0.2480795600197532,0.37554202079772947,0.3779007640065233,0.3755420034790632,0.47850627899169923,0.3543984889984131
101,0.24750213189558548,0.4066775798797607,0.3263235244683679,0.40667758241792173,0.4241284608840942,0.3543984889984131
102,0.24221181869506836,0.4035964012145996,0.3314276101664141,0.40359640427451493,0.46537802219390867,0.3543984889984131
103,0.21485174785960803,0.4180107593536377,0.30754967688674084,0.41801077160365596,0.41824748516082766,0.3543984889984131
104,0.2891332886435769,0.3943338871002197,0.346771304319069,0.39433389226763893,0.4690623998641968,0.3543984889984131
105,0.2165928320451216,0.43607473373413086,0.2776259814250466,0.4360747779470103,0.4240874290466309,0.3543984889984131
106,0.25546581094915216,0.4239767551422119,0.2976667801420424,0.42397676967750614,0.4879585266113281,0.3543984889984131
107,0.26381516456604004,0.4073001861572266,0.32529217023711055,0.4073001789618388,0.4042419672012329,0.3543984889984131
108,0.22979216142134232,0.37987990379333497,0.370714897970165,0.3798798878098751,0.4726293087005615,0.3543984889984131
