model,repeat,r2,mse,mae
rf,0,0.3848730822676665,0.5930808983872666,0.4855529734577835
rf,1,0.3901373829101914,0.5880052691724711,0.4850884293497386
rf,2,0.39036181546689275,0.5877888802313945,0.48287557820765237
rf,3,0.3841202282349815,0.5938067702897762,0.48455540529239244
rf,4,0.3824671708604721,0.5954005824356892,0.48759131463893773
